194,253
195,254
205,254
206,253
225,253
226,252
232,252
233,251
235,251
236,250
238,250
239,249
240,249
241,248
242,248
243,247
244,247
246,245
247,245
253,239
254,239
257,236
257,235
260,232
260,231
261,230
261,229
262,228
262,227
263,226
263,224
264,223
264,222
265,221
265,220
266,219
266,218
267,217
267,216
269,214
269,213
270,212
270,211
271,210
271,209
272,208
272,207
273,206
273,205
274,204
274,202
275,201
275,200
276,199
276,198
277,197
277,196
279,194
279,193
280,192
280,191
281,190
281,189
283,187
283,186
284,185
284,184
285,183
285,182
286,181
286,179
287,178
287,177
288,176
288,174
289,173
289,171
290,170
290,166
291,165
291,131
290,130
290,125
289,124
289,121
288,120
288,115
287,114
287,111
286,110
286,107
285,106
285,104
284,103
284,100
283,99
283,94
282,93
282,89
281,88
281,85
280,84
280,82
279,81
279,78
278,77
278,74
277,73
277,68
278,67
278,63
279,62
279,60
280,59
280,56
281,55
281,52
282,51
282,48
283,47
283,45
284,44
284,42
285,41
285,40
286,39
286,38
287,37
287,36
288,35
288,34
289,33
289,32
291,30
291,29
304,16
304,15
310,9
310,8
311,7
311,4
310,3
295,3
294,4
293,4
285,12
285,13
279,19
279,20
275,24
275,25
274,26
274,27
273,28
273,30
272,31
272,34
271,35
271,38
270,39
270,43
269,44
269,48
268,49
268,53
267,54
267,59
266,60
266,66
265,67
265,75
264,76
264,78
265,79
265,84
266,85
266,88
267,89
267,91
268,92
268,94
269,95
269,96
270,97
270,99
271,100
271,101
272,102
272,104
273,105
273,107
274,108
274,110
275,111
275,112
276,113
276,115
277,116
277,119
278,120
278,124
279,125
279,130
280,131
280,143
281,144
281,145
280,146
280,153
279,154
279,158
278,159
278,164
277,165
277,167
276,168
276,171
275,172
275,174
274,175
274,177
273,178
273,179
272,180
272,181
271,182
271,184
270,185
270,186
269,187
269,188
268,189
268,191
266,193
263,193
262,192
253,192
251,194
250,194
248,196
248,197
246,199
246,200
245,201
245,204
244,205
244,208
245,209
245,213
246,214
246,215
248,217
249,217
251,219
251,222
250,223
250,224
248,226
248,227
245,230
245,231
241,235
240,235
239,236
238,236
237,237
235,237
234,238
233,238
232,239
230,239
229,240
224,240
223,241
215,241
214,242
184,242
183,241
179,241
178,240
176,240
175,239
173,239
172,238
170,238
169,237
168,237
167,236
165,236
164,235
163,235
162,234
161,234
159,232
158,232
155,229
154,229
152,227
151,227
149,225
148,225
145,222
144,222
142,220
141,220
139,218
138,218
132,212
132,211
130,209
130,208
127,205
127,204
125,202
125,201
123,199
123,198
121,196
121,195
120,194
120,193
119,192
119,190
118,189
118,188
117,187
117,186
116,185
116,184
115,183
115,180
114,179
114,176
113,175
113,172
112,171
112,167
111,166
111,164
110,163
110,162
109,161
109,159
108,158
108,155
107,154
107,151
106,150
106,146
105,145
105,141
104,140
104,129
105,128
105,126
106,125
106,122
107,121
107,118
108,117
108,116
109,115
109,113
110,112
110,110
111,109
111,108
112,107
112,105
113,104
113,103
114,102
114,101
115,100
115,99
116,98
116,97
118,95
118,94
121,91
121,90
124,87
124,86
127,83
128,83
130,81
131,81
133,79
134,79
136,77
137,77
139,75
140,75
141,74
142,74
143,73
144,73
145,72
147,72
148,71
151,71
152,70
158,70
159,69
166,69
168,67
168,66
169,65
169,61
168,60
168,58
165,55
164,55
163,54
151,54
150,55
148,55
147,56
145,56
144,57
143,57
142,58
141,58
140,59
139,59
138,60
137,60
136,61
135,61
134,62
133,62
132,63
131,63
130,64
128,64
127,65
126,65
125,66
124,66
123,67
122,67
120,69
119,69
116,72
116,73
112,77
112,78
109,81
109,82
107,84
107,85
106,86
106,87
105,88
105,89
104,90
104,92
103,93
103,94
102,95
102,96
101,97
101,99
100,100
100,102
99,103
97,103
95,101
95,100
94,99
94,98
92,96
92,95
89,92
89,91
87,89
87,88
85,86
85,85
80,80
80,79
72,71
71,71
68,68
68,67
66,65
66,64
56,54
55,54
49,48
48,48
35,35
35,34
31,30
31,29
26,24
26,23
22,19
22,18
20,16
20,15
18,13
18,12
17,11
17,9
16,8
16,7
13,4
12,4
11,3
5,3
3,5
3,8
4,9
4,11
6,13
6,14
8,16
8,17
9,18
9,19
11,21
11,22
12,23
12,24
14,26
14,27
16,29
16,30
17,31
17,32
18,33
18,34
19,35
19,36
20,37
20,38
21,39
21,40
38,57
39,57
41,59
42,59
45,62
45,63
55,73
55,74
62,81
62,82
65,85
65,86
68,89
68,90
71,93
71,94
73,96
73,97
76,100
76,101
79,104
79,105
80,106
80,107
81,108
81,109
82,110
82,112
83,113
83,115
84,116
84,117
85,118
85,119
86,120
86,121
87,122
87,124
88,125
88,127
89,128
89,131
90,132
90,135
91,136
91,139
92,140
92,142
93,143
93,146
94,147
94,150
95,151
95,154
96,155
96,158
97,159
97,163
98,164
98,167
99,168
99,171
100,172
100,175
101,176
101,178
102,179
102,180
103,181
103,184
104,185
104,186
105,187
105,189
106,190
106,191
107,192
107,193
108,194
108,196
109,197
109,198
110,199
110,200
111,201
111,202
112,203
112,204
113,205
113,206
114,207
114,208
115,209
115,210
116,211
116,212
117,213
117,214
120,217
120,218
125,223
125,224
128,227
129,227
134,232
135,232
139,236
140,236
141,237
142,237
144,239
145,239
146,240
147,240
148,241
149,241
150,242
151,242
152,243
153,243
154,244
155,244
156,245
158,245
159,246
161,246
162,247
163,247
164,248
166,248
167,249
168,249
169,250
172,250
173,251
177,251
178,252
183,252
184,253
